age,fnlwgt,class
42,52781, >50K
29,210959, <=50K
47,365516, <=50K
37,112271, >50K
39,269455, <=50K
46,164379, >50K
28,109621, <=50K
36,104858, >50K
39,99270, <=50K
44,193524, <=50K
70,149040, <=50K
60,313946, <=50K
35,162358, >50K
59,200700, >50K
21,116489, <=50K
22,118310, <=50K
31,352465, >50K
40,107433, >50K
33,296538, >50K
41,195897, <=50K
31,216283, >50K
62,345780, <=50K
43,216685, <=50K
28,210945, <=50K
43,184321, >50K
55,322691, >50K
42,192712, <=50K
23,178272, <=50K
55,321333, >50K
44,120277, >50K
19,294029, <=50K
23,112819, <=50K
41,152636, <=50K
63,301611, <=50K
51,134808, <=50K
49,64216, <=50K
29,214284, <=50K
25,469572, >50K
44,282722, >50K
17,231439, <=50K
42,120277, >50K
21,364685, <=50K
26,18827, <=50K
24,169129, <=50K
30,202051, >50K
58,353244, >50K
19,574271, <=50K
65,29276, <=50K
52,104501, >50K
17,394176, <=50K
27,85625, <=50K
53,340723, <=50K
24,149342, <=50K
37,73715, >50K
34,143083, <=50K
40,290660, >50K
49,98738, >50K
86,149912, <=50K
49,309033, >50K
43,96129, <=50K
47,216096, <=50K
32,171091, >50K
30,79303, <=50K
25,182380, <=50K
42,36271, >50K
60,118197, <=50K
46,269652, >50K
39,193815, >50K
28,141957, >50K
26,222637, <=50K
27,118230, <=50K
59,174040, <=50K
64,105748, <=50K
90,82628, <=50K
51,205100, >50K
36,107916, <=50K
39,130620, <=50K
30,361817, <=50K
47,235646, >50K
32,53277, >50K
24,456460, <=50K
23,293091, <=50K
62,210935, <=50K
48,199763, <=50K
62,223447, <=50K
35,233533, <=50K
27,95647, <=50K
49,199763, <=50K
18,74539, <=50K
19,84610, <=50K
63,96930, >50K
54,115602, <=50K
24,237341, >50K
61,143800, >50K
50,163921, >50K
36,68273, >50K
21,113163, <=50K
38,478829, >50K
30,345705, <=50K
22,385077, <=50K
33,192286, <=50K
39,236391, >50K
42,106679, >50K
47,308242, <=50K
42,46094, <=50K
29,194940, <=50K
35,341643, <=50K
23,210474, <=50K
28,76313, <=50K
34,115858, <=50K
40,55191, <=50K
67,364862, <=50K
49,334787, <=50K
34,205733, <=50K
60,120163, <=50K
26,333677, <=50K
25,208591, <=50K
40,341204, <=50K
56,115422, <=50K
35,111319, >50K
54,816750, <=50K
25,167835, <=50K
28,92262, <=50K
31,91964, <=50K
45,107682, <=50K
52,135388, <=50K
39,597843, <=50K
19,389942, <=50K
23,442274, <=50K
23,595461, <=50K
52,284329, >50K
33,127894, >50K
35,196899, <=50K
58,212534, <=50K
61,71209, >50K
39,237943, >50K
38,190759, <=50K
59,100313, >50K
41,344624, >50K
27,194024, <=50K
19,87497, <=50K
22,236907, <=50K
59,169639, <=50K
37,105803, >50K
31,149507, <=50K
18,294387, <=50K
20,161708, <=50K
28,282389, <=50K
28,64940, <=50K
49,195727, <=50K
38,37931, >50K
19,170720, <=50K
43,152958, >50K
28,312372, >50K
41,39581, <=50K
50,206862, >50K
46,216934, <=50K
20,143062, <=50K
45,242391, >50K
28,165030, <=50K
37,199251, <=50K
46,353012, >50K
66,174491, <=50K
35,333305, <=50K
38,203138, >50K
25,220220, <=50K
55,305850, >50K
48,273402, <=50K
56,201344, <=50K
47,218676, <=50K
55,141807, >50K
41,222434, <=50K
47,266860, >50K
40,34113, <=50K
41,159549, <=50K
21,195248, <=50K
52,109413, <=50K
62,195343, >50K
46,185291, >50K
21,140012, <=50K
35,114366, <=50K
29,169631, <=50K
21,163870, <=50K
35,312232, <=50K
46,229737, >50K
70,306563, <=50K
35,161637, >50K
34,106014, <=50K
21,25265, <=50K
29,71860, <=50K
41,94113, >50K
51,208003, <=50K
22,113550, <=50K
47,83046, <=50K
42,277488, >50K
19,205830, <=50K
46,273575, >50K
23,245147, <=50K
49,274720, <=50K
58,163047, <=50K
41,47902, >50K
50,128798, >50K
77,154205, <=50K
27,176683, <=50K
29,104737, <=50K
54,349340, <=50K
39,218249, <=50K
32,281540, <=50K
36,112847, <=50K
24,126613, <=50K
50,145419, >50K
32,34572, <=50K
26,104045, <=50K
49,57665, <=50K
38,359001, <=50K
47,105273, <=50K
31,201122, >50K
38,160035, <=50K
50,167886, >50K
18,32059, <=50K
59,200453, <=50K
56,403072, >50K
34,37210, <=50K
32,199416, <=50K
29,413227, <=50K
29,188675, <=50K
42,226902, >50K
37,195189, <=50K
36,116608, <=50K
59,99131, >50K
32,553405, >50K
52,186117, >50K
29,67053, <=50K
39,347960, >50K
39,325374, <=50K
69,130413, <=50K
43,111949, <=50K
39,278557, <=50K
19,194905, <=50K
60,195453, >50K
51,282549, <=50K
75,316119, <=50K
37,252939, <=50K
24,506329, <=50K
20,316043, <=50K
58,319733, <=50K
21,99199, <=50K
28,204600, <=50K
40,173307, <=50K
45,34446, <=50K
40,237293, >50K
41,175642, <=50K
58,203735, <=50K
44,171589, >50K
26,197967, <=50K
29,413297, <=50K
45,240841, <=50K
23,152189, <=50K
39,85874, <=50K
45,176814, >50K
51,133336, >50K
22,362623, <=50K
67,37170, <=50K
28,30912, <=50K
23,35448, <=50K
33,173248, <=50K
37,49626, <=50K
19,102723, <=50K
90,166343, <=50K
35,168322, <=50K
62,131117, <=50K
20,210474, <=50K
25,110138, <=50K
21,107452, <=50K
32,160594, <=50K
32,186784, <=50K
70,334666, <=50K
65,191380, >50K
57,104272, <=50K
31,19491, <=50K
37,128715, >50K
34,128063, <=50K
26,37023, <=50K
44,68748, <=50K
66,140576, <=50K
39,327435, <=50K
31,202729, >50K
53,277471, >50K
36,189670, <=50K
61,204908, <=50K
43,171841, >50K
38,78247, <=50K
26,68895, <=50K
27,56658, <=50K
58,259216, <=50K
37,270278, <=50K
56,238806, <=50K
36,111128, >50K
29,119429, <=50K
28,73037, <=50K
61,84409, >50K
66,274451, >50K
31,246439, >50K
21,124242, <=50K
67,123393, >50K
26,159732, <=50K
21,161415, <=50K
33,157568, <=50K
33,168030, <=50K
59,349910, >50K
82,130329, <=50K
34,56964, >50K
29,370509, >50K
19,106306, <=50K
57,56480, <=50K
41,115932, >50K
55,154580, <=50K
27,404421, <=50K
33,194901, <=50K
43,164790, >50K
72,94242, <=50K
68,365020, <=50K
29,160512, <=50K
41,170331, <=50K
30,101266, <=50K
31,100252, >50K
54,217718, <=50K
32,170154, >50K
56,105281, <=50K
39,361838, >50K
41,283917, >50K
48,39530, <=50K
66,212185, <=50K
25,90752, <=50K
31,202450, <=50K
32,168138, <=50K
51,159755, >50K
42,191765, <=50K
22,210802, <=50K
31,340880, >50K
43,113211, <=50K
42,134509, <=50K
20,147280, <=50K
40,145441, >50K
65,398001, <=50K
53,31588, >50K
56,189975, >50K
51,231495, >50K
38,121135, <=50K
44,186916, >50K
49,213140, >50K
47,176893, >50K
22,115244, <=50K
53,313243, >50K
41,169995, <=50K
19,198459, <=50K
27,66824, <=50K
48,52240, >50K
52,35305, <=50K
61,186451, >50K
45,160724, >50K
29,210464, <=50K
41,207685, <=50K
38,233717, <=50K
32,222205, >50K
37,167613, <=50K
55,148773, <=50K
62,68268, <=50K
48,174533, <=50K
43,273230, >50K
25,187502, <=50K
47,209320, <=50K
49,56841, <=50K
55,254627, <=50K
42,42703, <=50K
40,374137, <=50K
34,196385, <=50K
38,192930, <=50K
39,99527, >50K
45,185437, <=50K
43,247162, <=50K
32,131534, <=50K
18,184693, <=50K
27,704108, <=50K
57,220262, <=50K
38,95654, <=50K
67,89346, >50K
26,94392, <=50K
21,334113, <=50K
17,32763, <=50K
31,136651, <=50K
51,240236, <=50K
29,53271, >50K
28,31493, >50K
32,195891, >50K
31,209103, <=50K
26,211424, >50K
28,84657, <=50K
40,151408, <=50K
51,106819, <=50K
62,132917, <=50K
54,146834, <=50K
55,164332, <=50K
24,30656, <=50K
27,113501, <=50K
18,165316, <=50K
22,233955, >50K
21,126613, <=50K
44,361280, >50K
50,123044, >50K
38,165472, >50K
39,99452, >50K
27,84977, <=50K
35,240458, <=50K
51,230858, >50K
60,123218, <=50K
62,191118, >50K
38,115289, <=50K
37,373895, <=50K
43,152617, <=50K
49,72619, <=50K
17,41865, <=50K
32,190228, <=50K
23,193090, <=50K
28,138692, >50K
83,153183, >50K
25,181896, <=50K
42,268183, <=50K
46,213668, <=50K
29,99369, <=50K
44,104196, >50K
60,176839, >50K
30,99502, <=50K
24,183410, <=50K
17,25690, <=50K
76,201986, <=50K
31,188961, <=50K
52,114971, >50K
39,121468, <=50K
73,191540, >50K
38,146398, <=50K
48,193553, <=50K
60,121127, <=50K
26,389856, <=50K
20,290504, <=50K
54,137065, >50K
50,212685, <=50K
20,71475, <=50K
23,111450, <=50K
35,225860, >50K
43,129853, <=50K
50,99925, <=50K
58,227800, <=50K
55,111130, <=50K
29,100764, >50K
47,275095, <=50K
39,147500, <=50K
63,150079, >50K
27,140863, <=50K
62,199198, <=50K
38,193372, <=50K
25,196771, <=50K
31,231826, <=50K
40,196456, <=50K
42,34037, <=50K
52,174964, >50K
46,91608, >50K
31,403468, <=50K
33,112900, <=50K
58,242670, <=50K
52,187830, >50K
25,368115, >50K
54,343242, >50K
46,113390, <=50K
28,200733, <=50K
24,236769, <=50K
39,22494, <=50K
60,129379, <=50K
22,239098, <=50K
27,167501, <=50K
35,77146, >50K
47,82797, <=50K
33,134886, >50K
40,218558, >50K
38,207568, >50K
26,196899, <=50K
54,200960, >50K
39,188069, <=50K
60,232337, <=50K
32,98656, <=50K
19,194260, <=50K
49,481987, <=50K
31,234976, <=50K
29,349116, <=50K
39,175390, <=50K
42,187720, >50K
26,214637, <=50K
27,185127, <=50K
52,98752, <=50K
50,218382, <=50K
51,153486, >50K
51,174102, >50K
40,137142, >50K
61,241013, <=50K
35,267798, <=50K
41,152880, <=50K
31,263561, >50K
43,113324, >50K
20,39764, <=50K
35,172186, <=50K
30,460408, <=50K
42,185129, >50K
51,61270, >50K
39,124685, >50K
69,76968, <=50K
63,310396, >50K
29,37933, <=50K
21,38772, <=50K
24,172496, <=50K
55,306164, <=50K
42,33795, <=50K
48,47686, <=50K
31,193132, <=50K
52,400004, >50K
30,101283, <=50K
29,192384, <=50K
32,113838, <=50K
47,278322, >50K
56,199713, <=50K
40,236021, <=50K
20,138938, <=50K
36,126946, <=50K
45,44791, <=50K
38,31964, <=50K
60,352156, >50K
70,205860, <=50K
21,113106, <=50K
57,89182, <=50K
33,250782, <=50K
37,193855, <=50K
50,132716, >50K
68,218637, >50K
28,177955, <=50K
32,198660, <=50K
30,207937, >50K
18,168740, <=50K
45,199625, <=50K
22,213902, <=50K
38,208379, <=50K
37,113120, <=50K
23,57827, <=50K
59,515712, <=50K
48,54190, >50K
53,134793, >50K
18,396270, <=50K
30,231620, <=50K
50,174655, >50K
63,97823, <=50K
38,344480, <=50K
48,176732, <=50K
60,143932, <=50K
46,551962, <=50K
30,298577, <=50K
39,257942, >50K
55,253062, >50K
17,193748, <=50K
46,368561, >50K
50,192964, <=50K
32,217304, <=50K
18,120029, <=50K
34,62124, <=50K
50,94885, >50K
32,192565, <=50K
23,220912, <=50K
26,184120, <=50K
46,140782, <=50K
43,170785, <=50K
32,90705, >50K
37,108293, <=50K
48,168283, >50K
28,339372, <=50K
43,193672, <=50K
51,143865, <=50K
30,209317, <=50K
34,204461, >50K
34,137088, <=50K
41,149102, >50K
53,182855, <=50K
42,572751, <=50K
18,83451, <=50K
81,98116, >50K
40,119225, <=50K
26,134888, <=50K
20,745817, <=50K
41,88368, <=50K
49,122066, >50K
22,363219, <=50K
46,84402, >50K
56,34626, <=50K
35,150042, >50K
34,48014, <=50K
29,177398, >50K
28,373698, <=50K
35,422933, <=50K
29,131088, <=50K
21,178255, <=50K
52,129311, >50K
45,473171, <=50K
43,236985, <=50K
35,226379, <=50K
21,277700, <=50K
35,207568, <=50K
30,85708, <=50K
45,98765, <=50K
29,192283, <=50K
29,271012, <=50K
33,189265, <=50K
17,321880, <=50K
52,177465, <=50K
24,127647, <=50K
32,119033, >50K
40,289748, <=50K
32,209317, <=50K
33,284531, <=50K
30,251120, <=50K
28,113870, <=50K
62,170114, <=50K
46,121124, >50K
32,328199, <=50K
26,206307, >50K
41,236021, >50K
57,170603, >50K
52,74275, >50K
35,112271, >50K
19,118306, <=50K
49,126754, >50K
47,267205, >50K
38,205359, <=50K
30,398662, <=50K
32,202498, <=50K
32,105650, >50K
46,191204, <=50K
22,56582, <=50K
47,51579, <=50K
57,152030, >50K
47,227310, <=50K
41,55854, >50K
36,28996, <=50K
32,160634, <=50K
37,222450, <=50K
36,180419, <=50K
64,116084, <=50K
17,202521, <=50K
23,186014, <=50K
40,88368, <=50K
42,190044, >50K
37,35330, <=50K
35,84848, <=50K
56,176280, <=50K
52,145271, <=50K
37,108320, >50K
48,106377, >50K
24,258730, <=50K
33,58305, <=50K
39,341672, <=50K
34,176648, <=50K
24,32616, <=50K
23,481175, <=50K
49,187454, >50K
18,25837, <=50K
20,385077, <=50K
54,68985, >50K
19,181572, <=50K
53,23698, >50K
34,268127, <=50K
28,162298, <=50K
35,144608, <=50K
20,250630, <=50K
31,150441, <=50K
37,189251, <=50K
64,260082, <=50K
42,139126, >50K
27,50132, <=50K
36,167691, <=50K
36,77820, >50K
23,156513, <=50K
46,248059, <=50K
24,283092, <=50K
22,175883, <=50K
62,232308, >50K
19,269991, <=50K
20,305446, <=50K
47,120781, >50K
57,78707, <=50K
19,351802, <=50K
37,196529, >50K
35,175769, >50K
17,153021, <=50K
36,331902, <=50K
50,279461, >50K
35,145704, <=50K
27,205499, <=50K
28,293926, <=50K
29,69132, >50K
25,113099, <=50K
47,206947, <=50K
29,159782, >50K
19,410543, <=50K
49,34446, <=50K
31,209101, >50K
43,95902, <=50K
56,214323, <=50K
42,236323, <=50K
45,201127, >50K
40,142886, <=50K
44,77313, <=50K
17,212125, <=50K
36,187098, <=50K
19,196857, <=50K
53,155314, >50K
72,203289, <=50K
46,117059, <=50K
33,178587, <=50K
22,82393, <=50K
17,145258, <=50K
41,185145, >50K
46,72896, <=50K
33,134886, <=50K
32,223212, <=50K
52,174752, <=50K
27,230563, <=50K
48,353824, >50K
22,117363, <=50K
25,285367, <=50K
60,139391, <=50K
38,198170, <=50K
37,38948, <=50K
49,188515, <=50K
40,177810, <=50K
48,188432, >50K
31,178506, <=50K
40,129298, <=50K
25,165315, <=50K
68,117236, >50K
18,172214, <=50K
19,63434, <=50K
35,140854, <=50K
28,133043, <=50K
53,113176, <=50K
33,259301, <=50K
20,196643, <=50K
45,364365, <=50K
36,269318, >50K
34,108454, <=50K
32,171637, <=50K
19,183589, <=50K
24,107801, <=50K
34,179877, >50K
32,168981, <=50K
37,120590, >50K
31,310773, <=50K
21,197050, <=50K
47,159726, >50K
23,210797, <=50K
33,55291, >50K
60,141221, <=50K
17,276718, <=50K
67,336163, <=50K
57,112840, >50K
17,165918, <=50K
53,165745, <=50K
25,259299, >50K
24,197731, >50K
48,197702, <=50K
51,162238, >50K
38,213260, <=50K
51,53833, >50K
18,89419, <=50K
23,119704, <=50K
42,433170, >50K
34,182714, <=50K
39,172538, <=50K
20,220115, <=50K
39,158956, <=50K
21,25631, <=50K
26,476558, <=50K
54,35576, <=50K
34,203463, <=50K
32,317647, <=50K
59,170411, <=50K
24,174182, <=50K
54,220055, <=50K
54,231482, <=50K
67,335979, <=50K
33,279173, <=50K
37,89559, <=50K
47,161950, <=50K
51,131068, <=50K
45,219632, <=50K
19,175507, <=50K
58,182062, >50K
27,287476, <=50K
36,206253, <=50K
20,189203, <=50K
51,21698, <=50K
45,328051, <=50K
32,356689, <=50K
59,121865, <=50K
45,420986, >50K
43,218558, <=50K
54,288992, >50K
20,189740, <=50K
29,188909, <=50K
28,213081, <=50K
18,157131, <=50K
49,98010, <=50K
46,207677, <=50K
58,361870, <=50K
56,266091, <=50K
41,106627, <=50K
50,167793, >50K
74,206682, <=50K
30,243165, <=50K
62,201928, <=50K
19,128346, <=50K
29,197288, <=50K
20,169184, <=50K
36,245521, <=50K
36,129591, <=50K
51,47415, <=50K
37,188563, >50K
29,184710, <=50K
17,63734, <=50K
18,111256, <=50K
40,111483, <=50K
26,266639, <=50K
42,93853, <=50K
32,184207, <=50K
33,238002, <=50K
28,30237, <=50K
43,196545, >50K
47,144844, <=50K
37,280500, <=50K
73,135601, <=50K
37,409189, <=50K
50,23686, >50K
19,229756, <=50K
32,95530, <=50K
44,73199, <=50K
20,196745, <=50K
29,79481, <=50K
21,116934, <=50K
34,100950, <=50K
44,56651, <=50K
18,186954, <=50K
22,264874, <=50K
39,183092, >50K
26,273399, <=50K
29,142443, <=50K
21,177526, <=50K
49,31267, <=50K
24,321666, <=50K
26,331861, <=50K
25,283515, <=50K
30,54608, <=50K
52,162238, >50K
30,175931, <=50K
20,236804, <=50K
31,168782, <=50K
44,227065, >50K
46,285335, >50K
31,259705, <=50K
57,24384, <=50K
58,322013, <=50K
41,49797, <=50K
23,52566, <=50K
47,266275, <=50K
72,285408, >50K
26,177858, <=50K
45,183804, <=50K
48,107231, >50K
23,173679, <=50K
20,163965, <=50K
18,173585, <=50K
27,172009, <=50K
25,44363, <=50K
45,246392, <=50K
53,167033, <=50K
54,143822, >50K
41,37869, >50K
23,447488, <=50K
17,239346, <=50K
42,245975, <=50K
61,34632, <=50K
57,121362, >50K
21,24008, <=50K
44,165492, >50K
48,326048, <=50K
46,250821, <=50K
37,154641, <=50K
35,198202, <=50K
27,170504, <=50K
28,191342, <=50K
19,238969, <=50K
63,344128, >50K
69,148694, <=50K
69,180187, <=50K
36,168894, <=50K
20,203263, <=50K
28,89564, <=50K
58,97562, <=50K
48,336540, <=50K
39,139647, <=50K
38,160192, <=50K
50,320386, <=50K
35,32126, <=50K
45,275445, <=50K
38,54953, <=50K
54,103580, >50K
42,245565, <=50K
32,39223, <=50K
55,117357, >50K
63,207385, <=50K
21,355287, <=50K
62,141218, >50K
46,207677, >50K
43,102114, <=50K
35,60269, <=50K
37,278632, <=50K
51,355551, <=50K
45,246891, >50K
19,124486, <=50K
61,202106, >50K
61,191417, <=50K
21,184543, <=50K
45,122206, <=50K
38,229015, >50K
28,130067, >50K
40,306495, <=50K
32,232855, <=50K
55,171328, <=50K
64,144182, <=50K
34,102858, <=50K
19,199495, <=50K
58,209438, <=50K
46,74895, <=50K
44,184378, <=50K
31,446512, <=50K
31,113688, <=50K
39,333305, >50K
19,118535, <=50K
56,76142, <=50K
53,38795, <=50K
68,208478, <=50K
69,203313, <=50K
62,247483, >50K
62,198686, <=50K
39,56118, <=50K
45,359808, <=50K
29,231554, <=50K
33,34848, <=50K
34,199934, >50K
29,196243, <=50K
65,66360, >50K
18,189487, <=50K
22,194848, <=50K
30,167309, >50K
44,192878, >50K
48,70209, <=50K
52,123011, <=50K
53,135339, >50K
48,497486, <=50K
25,178478, <=50K
41,149909, >50K
37,103323, <=50K
55,239404, <=50K
67,165082, <=50K
36,389725, <=50K
47,374580, <=50K
36,187983, <=50K
25,259300, <=50K
19,277695, <=50K
24,230248, <=50K
30,196342, <=50K
17,160968, <=50K
28,115438, <=50K
34,231043, <=50K
35,129597, <=50K
24,387108, <=50K
43,105936, >50K
20,107242, <=50K
55,125000, >50K
22,229456, <=50K
20,230113, <=50K
44,106698, <=50K
38,133454, <=50K
53,295520, <=50K
26,151551, <=50K
58,100313, >50K
23,320294, <=50K
53,162381, <=50K
35,183898, <=50K
41,32016, <=50K
31,117028, <=50K
50,280278, <=50K
57,342906, >50K
25,181598, <=50K
23,224059, <=50K
48,148549, <=50K
34,97355, <=50K
37,154571, <=50K
43,140988, <=50K
20,148409, <=50K
40,150755, >50K
27,87006, <=50K
35,112158, <=50K
33,121488, <=50K
57,283635, <=50K
43,69758, <=50K
40,199900, >50K
54,88019, <=50K
28,31935, <=50K
32,323055, <=50K
49,189498, >50K
52,89041, <=50K
41,112507, <=50K
19,236940, <=50K
33,278514, <=50K
21,433330, <=50K
25,258379, <=50K
44,162028, <=50K
20,197997, <=50K
46,98350, <=50K
39,165848, <=50K
34,178615, <=50K
19,228939, <=50K
27,210498, >50K
53,154891, <=50K
46,165937, <=50K
23,138768, <=50K
39,160120, <=50K
30,382368, <=50K
53,123011, >50K
33,119033, <=50K
22,496856, <=50K
44,194049, <=50K
30,299223, <=50K
66,174788, <=50K
39,176101, <=50K
37,38948, >50K
34,271933, <=50K
17,122041, <=50K
43,115932, >50K
46,265105, >50K
17,100828, <=50K
60,121319, <=50K
63,308028, <=50K
42,213214, <=50K
30,348618, <=50K
33,275632, <=50K
43,239161, <=50K
20,215495, <=50K
30,214063, <=50K
37,122493, <=50K
33,211699, <=50K
49,175622, >50K
65,153522, <=50K
35,258339, >50K
27,119793, <=50K
33,133503, >50K
18,162840, <=50K
41,67671, <=50K
38,188888, <=50K
45,140644, <=50K
18,126154, <=50K
33,245659, <=50K
28,129624, <=50K
47,104068, <=50K
30,337908, <=50K
36,161141, <=50K
21,162228, <=50K
44,116391, <=50K
33,314310, <=50K
61,394534, <=50K
29,308136, <=50K
45,194698, >50K
18,67793, <=50K
29,302422, >50K
27,289147, <=50K
21,229826, <=50K
22,154235, <=50K
49,246739, >50K
35,188041, <=50K
47,187440, >50K
37,105266, <=50K
37,249208, >50K
26,203492, <=50K
18,71076, <=50K
55,146477, <=50K
47,201699, >50K
59,205949, <=50K
70,90245, <=50K
53,177647, >50K
39,126494, <=50K
38,257735, <=50K
33,1161363, <=50K
19,257343, <=50K
28,221452, <=50K
74,260669, <=50K
40,192344, >50K
35,80479, <=50K
35,108808, <=50K
41,175674, >50K
38,272950, <=50K
29,160786, >50K
46,122206, <=50K
46,121168, <=50K
40,209547, >50K
29,244473, >50K
39,176296, <=50K
31,91666, <=50K
50,191025, <=50K
31,63704, <=50K
27,31659, <=50K
27,191230, <=50K
28,56340, <=50K
21,221157, <=50K
57,143910, <=50K
56,435836, <=50K
22,61499, <=50K
48,209182, <=50K
36,107218, <=50K
51,55500, <=50K
39,357962, <=50K
43,200355, >50K
38,320451, <=50K
51,184542, <=50K
43,206927, <=50K
44,54310, >50K
35,208165, <=50K
40,146908, >50K
39,318416, <=50K
47,207540, <=50K
23,69911, <=50K
26,305304, <=50K
25,295289, <=50K
29,275110, <=50K
30,339773, <=50K
57,399246, <=50K
37,51264, >50K
39,49020, >50K
37,178100, >50K
45,215943, <=50K
21,176178, <=50K
25,180884, <=50K
61,130466, <=50K
59,328525, <=50K
28,142712, <=50K
24,176321, <=50K
47,145041, >50K
29,95423, <=50K
49,215096, <=50K
41,177599, <=50K
33,123920, <=50K
20,201490, <=50K
40,46990, >50K
32,388672, <=50K
48,149210, >50K
24,134787, <=50K
50,185407, >50K
31,86143, <=50K
23,41721, >50K
35,195744, <=50K
50,96062, <=50K
39,215150, <=50K
52,270728, <=50K
44,75012, <=50K
43,206139, >50K
39,50700, <=50K
33,224258, >50K
31,240441, >50K
40,406811, >50K
28,34452, <=50K
19,361341, <=50K
35,78247, <=50K
44,106900, <=50K
40,165108, <=50K
20,406641, <=50K
55,171467, >50K
30,341187, <=50K
38,119177, >50K
75,104896, <=50K
17,342752, <=50K
79,76641, >50K
20,47541, <=50K
25,233461, <=50K
27,303954, <=50K
19,163015, <=50K
21,75763, <=50K
19,43003, <=50K
42,328239, <=50K
28,130856, <=50K
47,190072, >50K
59,170148, <=50K
50,104501, >50K
48,213140, <=50K
33,175509, <=50K
27,173611, <=50K
45,148995, >50K
24,64520, <=50K
31,139822, >50K
24,258700, <=50K
29,34796, <=50K
24,124963, <=50K
24,65743, <=50K
28,161087, <=50K
63,424591, <=50K
36,203836, <=50K
58,110199, <=50K
51,316059, <=50K
42,255667, >50K
39,193689, <=50K
26,60722, <=50K
39,187847, <=50K
28,233275, <=50K
51,215404, >50K
45,201865, <=50K
45,118889, <=50K
23,368739, <=50K
38,123833, <=50K
38,171344, <=50K
39,153976, <=50K
52,374883, <=50K
17,167658, <=50K
31,348504, <=50K
22,258509, <=50K
47,108890, <=50K
28,188236, <=50K
30,355571, <=50K
41,425049, >50K
29,142555, <=50K
42,29320, >50K
52,207841, <=50K
35,187329, <=50K
28,270973, <=50K
46,197332, >50K
21,175166, <=50K
45,160187, <=50K
21,197918, <=50K
74,192290, <=50K
29,241895, <=50K
39,164515, <=50K
44,147206, >50K
23,306868, <=50K
32,169837, <=50K
61,124648, <=50K
43,185057, >50K
23,240049, <=50K
18,164441, <=50K
38,179314, <=50K
33,319854, <=50K
19,148955, <=50K
23,32950, <=50K
37,206699, <=50K
25,385646, <=50K
36,31438, <=50K
45,168598, >50K
32,97306, <=50K
65,106910, <=50K
18,29582, <=50K
25,220284, <=50K
29,110226, <=50K
53,240914, <=50K
33,115496, >50K
27,105817, <=50K
24,330836, <=50K
54,36327, <=50K
23,33423, <=50K
45,75673, <=50K
36,185744, >50K
36,186035, >50K
44,196456, <=50K
24,111450, <=50K
39,115289, <=50K
50,74879, <=50K
38,117312, >50K
58,272902, <=50K
44,220230, <=50K
24,90934, <=50K
52,234286, >50K
46,364548, >50K
50,283676, >50K
34,195602, <=50K
40,70761, <=50K
53,142717, <=50K
24,124242, <=50K
58,53481, <=50K
26,287797, <=50K
22,188274, <=50K
36,171968, <=50K
78,74795, <=50K
36,218490, >50K
43,94937, <=50K
60,109511, <=50K
49,269527, >50K
50,201689, >50K
34,120672, <=50K
46,130779, <=50K
46,441542, <=50K
69,114801, <=50K
32,180284, >50K
40,27444, >50K
61,180382, <=50K
56,143266, >50K
47,139268, <=50K
29,126208, <=50K
37,186191, <=50K
51,197163, >50K
44,193524, >50K
33,181388, <=50K
51,124963, >50K
24,188925, <=50K
37,149230, <=50K
40,388725, <=50K
34,113543, <=50K
61,187636, <=50K
56,267763, <=50K
69,143849, <=50K
41,97277, <=50K
40,199303, <=50K
57,124852, <=50K
26,50053, <=50K
53,97005, >50K
90,175444, <=50K
39,337898, <=50K
51,124076, <=50K
56,277420, >50K
51,280278, <=50K
17,241185, <=50K
42,202188, <=50K
42,198422, <=50K
29,82242, >50K
33,178429, >50K
47,185866, >50K
43,212847, <=50K
64,219661, >50K
40,321856, >50K
21,313873, <=50K
31,144064, <=50K
60,139586, >50K
32,419691, >50K
66,212759, <=50K
27,195562, <=50K
40,205706, <=50K
27,131310, >50K
18,54440, <=50K
43,200734, <=50K
52,81859, >50K
31,159589, <=50K
28,300915, <=50K
44,185057, <=50K
37,42044, <=50K
35,166416, >50K
42,212737, <=50K
18,236069, <=50K
46,216414, >50K
54,27432, >50K
54,145419, <=50K
56,147202, <=50K
27,29261, <=50K
26,359543, <=50K
41,227644, <=50K
41,90021, <=50K
32,188154, <=50K
18,110142, <=50K
36,186415, <=50K
37,175720, <=50K
31,172865, <=50K
46,35969, <=50K
24,433330, <=50K
25,160261, <=50K
55,189528, <=50K
64,113324, <=50K
30,118500, <=50K
65,89681, <=50K
46,199925, <=50K
45,102308, >50K
18,444607, <=50K
32,176998, <=50K
38,94559, >50K
34,366198, >50K
35,180686, <=50K
26,108019, <=50K
24,153542, <=50K
45,210364, >50K
36,185394, <=50K
44,222703, <=50K
23,183945, <=50K
57,161964, <=50K
41,375574, >50K
20,312427, <=50K
32,53373, <=50K
60,166330, >50K
38,124665, <=50K
29,146719, <=50K
22,306593, <=50K
21,156687, <=50K
40,153489, <=50K
59,231377, >50K
45,127089, <=50K
76,329355, <=50K
45,178319, >50K
49,304246, <=50K
36,174640, >50K
22,148294, <=50K
47,298037, <=50K
26,98155, <=50K
21,102766, <=50K
27,78529, <=50K
26,136309, <=50K
20,275357, <=50K
31,33117, <=50K
57,199546, <=50K
39,184128, <=50K
36,337039, >50K
66,126511, <=50K
34,325792, <=50K
80,91901, <=50K
21,119474, <=50K
40,153238, >50K
49,321851, <=50K
48,108557, <=50K
19,67217, <=50K
42,195508, <=50K
